file_name,mask
natural_other_1000_sg/train_natural_nokia_patient14590_study8_view1_frontal_mask_0.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient14590_study8_view1_frontal_mask_0.jpg
natural_other_1000_sg/train_natural_nokia_patient14590_study8_view1_frontal_mask_1.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient14590_study8_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient35031_study8_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_nokia_patient35031_study8_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient35031_study8_view1_frontal_mask_1.jpg,natural_other_800_sg_mask/train_natural_nokia_patient35031_study8_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient35031_study8_view1_frontal_mask_2.jpg,natural_other_800_sg_mask/train_natural_nokia_patient35031_study8_view1_frontal_mask_2.jpg
natural_other_400_sg/train_natural_nokia_patient09385_study1_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient09385_study1_view1_frontal_mask_0.jpg
natural_other_600_sg/train_natural_nokia_patient11453_study3_view1_frontal_mask_0.jpg,natural_other_600_sg_mask/train_natural_nokia_patient11453_study3_view1_frontal_mask_0.jpg
natural_other_600_sg/train_natural_nokia_patient11453_study3_view1_frontal_mask_1.jpg,natural_other_600_sg_mask/train_natural_nokia_patient11453_study3_view1_frontal_mask_1.jpg
natural_other_400_sg/train_natural_nokia_patient03573_study2_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient03573_study2_view1_frontal_mask_0.jpg
natural_other_200_sg/train_natural_nokia_patient38214_study4_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient38214_study4_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient44960_study4_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient44960_study4_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient44960_study4_view1_frontal_mask_1.jpg,natural_other_400_sg_mask/train_natural_nokia_patient44960_study4_view1_frontal_mask_1.jpg
natural_other_400_sg/train_natural_nokia_patient44960_study4_view1_frontal_mask_2.jpg,natural_other_400_sg_mask/train_natural_nokia_patient44960_study4_view1_frontal_mask_2.jpg
natural_other_200_sg/train_natural_nokia_patient37471_study13_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient37471_study13_view1_frontal_mask_0.jpg
natural_other_200_sg/train_natural_nokia_patient37471_study13_view1_frontal_mask_1.jpg,natural_other_200_sg_mask/train_natural_nokia_patient37471_study13_view1_frontal_mask_1.jpg
natural_other_200_sg/train_natural_nokia_patient37471_study13_view1_frontal_mask_2.jpg,natural_other_200_sg_mask/train_natural_nokia_patient37471_study13_view1_frontal_mask_2.jpg
natural_other_200_sg/train_natural_nokia_patient37471_study13_view1_frontal_mask_3.jpg,natural_other_200_sg_mask/train_natural_nokia_patient37471_study13_view1_frontal_mask_3.jpg
natural_other_200_sg/train_natural_nokia_patient37471_study13_view1_frontal_mask_4.jpg,natural_other_200_sg_mask/train_natural_nokia_patient37471_study13_view1_frontal_mask_4.jpg
natural_other_200_sg/train_natural_nokia_patient37471_study13_view1_frontal_mask_5.jpg,natural_other_200_sg_mask/train_natural_nokia_patient37471_study13_view1_frontal_mask_5.jpg
natural_other_0_sg/train_natural_nokia_patient29487_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient29487_study3_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient29487_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient29487_study3_view1_frontal_mask_1.jpg
natural_other_1000_sg/train_natural_nokia_patient29487_study3_view1_frontal_mask_0.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient29487_study3_view1_frontal_mask_0.jpg
natural_other_1000_sg/train_natural_nokia_patient29487_study3_view1_frontal_mask_1.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient29487_study3_view1_frontal_mask_1.jpg
natural_other_200_sg/train_natural_nokia_patient14949_study7_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient14949_study7_view1_frontal_mask_0.jpg
natural_other_200_sg/train_natural_nokia_patient14949_study7_view1_frontal_mask_1.jpg,natural_other_200_sg_mask/train_natural_nokia_patient14949_study7_view1_frontal_mask_1.jpg
natural_other_200_sg/train_natural_nokia_patient14949_study7_view1_frontal_mask_2.jpg,natural_other_200_sg_mask/train_natural_nokia_patient14949_study7_view1_frontal_mask_2.jpg
natural_other_200_sg/train_natural_nokia_patient22072_study2_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient22072_study2_view1_frontal_mask_0.jpg
other_200_sg/train_synthetic_digital_patient11113_study5_view1_frontal_mask_0.jpg,other_200_sg_mask/train_synthetic_digital_patient11113_study5_view1_frontal_mask_0.jpg
other_200_sg/train_synthetic_digital_patient11113_study5_view1_frontal_mask_1.jpg,other_200_sg_mask/train_synthetic_digital_patient11113_study5_view1_frontal_mask_1.jpg
other_200_sg/train_synthetic_digital_patient11113_study5_view1_frontal_mask_2.jpg,other_200_sg_mask/train_synthetic_digital_patient11113_study5_view1_frontal_mask_2.jpg
natural_other_400_sg/train_natural_nokia_patient45709_study1_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient45709_study1_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient45709_study1_view1_frontal_mask_1.jpg,natural_other_400_sg_mask/train_natural_nokia_patient45709_study1_view1_frontal_mask_1.jpg
other_0_sg/train_synthetic_digital_patient20174_study2_view1_frontal_mask_0.jpg,other_0_sg_mask/train_synthetic_digital_patient20174_study2_view1_frontal_mask_0.jpg
natural_other_600_sg/train_natural_nokia_patient36122_study15_view1_frontal_mask_0.jpg,natural_other_600_sg_mask/train_natural_nokia_patient36122_study15_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient44375_study3_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_nokia_patient44375_study3_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient44375_study3_view1_frontal_mask_1.jpg,natural_other_800_sg_mask/train_natural_nokia_patient44375_study3_view1_frontal_mask_1.jpg
natural_other_200_sg/train_natural_nokia_patient12963_study14_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient12963_study14_view1_frontal_mask_0.jpg
natural_other_200_sg/train_natural_nokia_patient12963_study14_view1_frontal_mask_1.jpg,natural_other_200_sg_mask/train_natural_nokia_patient12963_study14_view1_frontal_mask_1.jpg
natural_other_200_sg/train_natural_nokia_patient12963_study14_view1_frontal_mask_2.jpg,natural_other_200_sg_mask/train_natural_nokia_patient12963_study14_view1_frontal_mask_2.jpg
natural_other_200_sg/train_natural_nokia_patient12963_study14_view1_frontal_mask_3.jpg,natural_other_200_sg_mask/train_natural_nokia_patient12963_study14_view1_frontal_mask_3.jpg
natural_other_0_sg/train_natural_nokia_patient11735_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11735_study3_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient11735_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11735_study3_view1_frontal_mask_1.jpg
natural_other_1000_sg/train_natural_nokia_patient11735_study3_view1_frontal_mask_0.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient11735_study3_view1_frontal_mask_0.jpg
other_0_sg/train_synthetic_digital_patient35433_study14_view1_frontal_mask_0.jpg,other_0_sg_mask/train_synthetic_digital_patient35433_study14_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient31366_study2_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient31366_study2_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient31366_study2_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient31366_study2_view1_frontal_mask_1.jpg
natural_other_1000_sg/train_natural_nokia_patient31366_study2_view1_frontal_mask_0.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient31366_study2_view1_frontal_mask_0.jpg
natural_other_200_sg/train_natural_nokia_patient11018_study6_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient11018_study6_view1_frontal_mask_0.jpg
natural_other_200_sg/train_natural_nokia_patient11018_study6_view1_frontal_mask_1.jpg,natural_other_200_sg_mask/train_natural_nokia_patient11018_study6_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient11735_study8_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_nokia_patient11735_study8_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient49526_study2_view2_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient49526_study2_view2_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient49526_study2_view2_frontal_mask_1.jpg,natural_other_400_sg_mask/train_natural_nokia_patient49526_study2_view2_frontal_mask_1.jpg
natural_other_400_sg/train_natural_nokia_patient49526_study2_view2_frontal_mask_2.jpg,natural_other_400_sg_mask/train_natural_nokia_patient49526_study2_view2_frontal_mask_2.jpg
natural_other_0_sg/train_natural_nokia_patient28746_study22_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient28746_study22_view1_frontal_mask_0.jpg
other_0_sg/train_synthetic_digital_patient20253_study4_view1_frontal_mask_0.jpg,other_0_sg_mask/train_synthetic_digital_patient20253_study4_view1_frontal_mask_0.jpg
other_0_sg/train_synthetic_digital_patient20253_study4_view1_frontal_mask_1.jpg,other_0_sg_mask/train_synthetic_digital_patient20253_study4_view1_frontal_mask_1.jpg
other_0_sg/train_synthetic_digital_patient20253_study4_view1_frontal_mask_2.jpg,other_0_sg_mask/train_synthetic_digital_patient20253_study4_view1_frontal_mask_2.jpg
natural_other_400_sg/train_natural_nokia_patient13235_study1_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient13235_study1_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient13235_study1_view1_frontal_mask_1.jpg,natural_other_400_sg_mask/train_natural_nokia_patient13235_study1_view1_frontal_mask_1.jpg
natural_other_400_sg/train_natural_nokia_patient12963_study6_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient12963_study6_view1_frontal_mask_0.jpg
natural_other_600_sg/train_natural_nokia_patient06578_study18_view1_frontal_mask_0.jpg,natural_other_600_sg_mask/train_natural_nokia_patient06578_study18_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient32301_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient32301_study1_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient32301_study1_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient32301_study1_view1_frontal_mask_1.jpg
natural_other_1000_sg/train_natural_nokia_patient32301_study1_view1_frontal_mask_0.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient32301_study1_view1_frontal_mask_0.jpg
natural_other_1000_sg/train_natural_nokia_patient32301_study1_view1_frontal_mask_1.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient32301_study1_view1_frontal_mask_1.jpg
natural_other_200_sg/train_natural_nokia_patient34559_study6_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient34559_study6_view1_frontal_mask_0.jpg
other_200_sg/train_synthetic_digital_patient35631_study21_view1_frontal_mask_0.jpg,other_200_sg_mask/train_synthetic_digital_patient35631_study21_view1_frontal_mask_0.jpg
other_200_sg/train_synthetic_digital_patient35631_study21_view1_frontal_mask_1.jpg,other_200_sg_mask/train_synthetic_digital_patient35631_study21_view1_frontal_mask_1.jpg
other_200_sg/train_synthetic_digital_patient35631_study21_view1_frontal_mask_2.jpg,other_200_sg_mask/train_synthetic_digital_patient35631_study21_view1_frontal_mask_2.jpg
other_200_sg/train_synthetic_digital_patient35631_study21_view1_frontal_mask_3.jpg,other_200_sg_mask/train_synthetic_digital_patient35631_study21_view1_frontal_mask_3.jpg
natural_other_200_sg/train_natural_nokia_patient23813_study1_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient23813_study1_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient36122_study6_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient36122_study6_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient37264_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient37264_study1_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient37264_study1_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient37264_study1_view1_frontal_mask_1.jpg
natural_other_0_sg/train_natural_nokia_patient37264_study1_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient37264_study1_view1_frontal_mask_2.jpg
natural_other_1000_sg/train_natural_nokia_patient37264_study1_view1_frontal_mask_0.jpg,natural_other_1000_sg_mask/train_natural_nokia_patient37264_study1_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient47796_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient47796_study1_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient58451_study1_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_nokia_patient58451_study1_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient58451_study1_view1_frontal_mask_1.jpg,natural_other_800_sg_mask/train_natural_nokia_patient58451_study1_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient58451_study1_view1_frontal_mask_2.jpg,natural_other_800_sg_mask/train_natural_nokia_patient58451_study1_view1_frontal_mask_2.jpg
natural_other_200_sg/train_natural_nokia_patient31472_study8_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient31472_study8_view1_frontal_mask_0.jpg
natural_other_200_sg/train_natural_nokia_patient31472_study8_view1_frontal_mask_1.jpg,natural_other_200_sg_mask/train_natural_nokia_patient31472_study8_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient35007_study9_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_nokia_patient35007_study9_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient35007_study9_view1_frontal_mask_1.jpg,natural_other_800_sg_mask/train_natural_nokia_patient35007_study9_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient35007_study9_view1_frontal_mask_2.jpg,natural_other_800_sg_mask/train_natural_nokia_patient35007_study9_view1_frontal_mask_2.jpg
natural_other_800_sg/train_natural_iphone_patient41835_study7_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_iphone_patient41835_study7_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient44701_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient44701_study3_view1_frontal_mask_0.jpg
natural_other_0_sg/train_natural_nokia_patient44701_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient44701_study3_view1_frontal_mask_1.jpg
natural_other_0_sg/train_natural_nokia_patient44701_study3_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient44701_study3_view1_frontal_mask_2.jpg
other_200_sg/train_synthetic_digital_patient23744_study13_view1_frontal_mask_0.jpg,other_200_sg_mask/train_synthetic_digital_patient23744_study13_view1_frontal_mask_0.jpg
other_200_sg/train_synthetic_digital_patient23744_study13_view1_frontal_mask_1.jpg,other_200_sg_mask/train_synthetic_digital_patient23744_study13_view1_frontal_mask_1.jpg
other_200_sg/train_synthetic_digital_patient23744_study13_view1_frontal_mask_2.jpg,other_200_sg_mask/train_synthetic_digital_patient23744_study13_view1_frontal_mask_2.jpg
natural_other_400_sg/train_natural_nokia_patient35951_study2_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient35951_study2_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient35951_study2_view1_frontal_mask_1.jpg,natural_other_400_sg_mask/train_natural_nokia_patient35951_study2_view1_frontal_mask_1.jpg
natural_other_400_sg/train_natural_nokia_patient35951_study2_view1_frontal_mask_2.jpg,natural_other_400_sg_mask/train_natural_nokia_patient35951_study2_view1_frontal_mask_2.jpg
natural_other_400_sg/train_natural_nokia_patient35951_study2_view1_frontal_mask_3.jpg,natural_other_400_sg_mask/train_natural_nokia_patient35951_study2_view1_frontal_mask_3.jpg
natural_other_600_sg/train_natural_nokia_patient35709_study11_view1_frontal_mask_0.jpg,natural_other_600_sg_mask/train_natural_nokia_patient35709_study11_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient39356_study3_view1_frontal_mask_0.jpg,natural_other_400_sg_mask/train_natural_nokia_patient39356_study3_view1_frontal_mask_0.jpg
natural_other_400_sg/train_natural_nokia_patient39356_study3_view1_frontal_mask_1.jpg,natural_other_400_sg_mask/train_natural_nokia_patient39356_study3_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study4_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study4_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study4_view1_frontal_mask_1.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study4_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study4_view1_frontal_mask_2.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study4_view1_frontal_mask_2.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study4_view1_frontal_mask_3.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study4_view1_frontal_mask_3.jpg
natural_other_200_sg/train_natural_nokia_patient23063_study2_view1_frontal_mask_0.jpg,natural_other_200_sg_mask/train_natural_nokia_patient23063_study2_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study6_view1_frontal_mask_0.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study6_view1_frontal_mask_0.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study6_view1_frontal_mask_1.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study6_view1_frontal_mask_1.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study6_view1_frontal_mask_2.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study6_view1_frontal_mask_2.jpg
natural_other_800_sg/train_natural_nokia_patient25906_study6_view1_frontal_mask_3.jpg,natural_other_800_sg_mask/train_natural_nokia_patient25906_study6_view1_frontal_mask_3.jpg
