,file_name,mask
19,natural_other_0_sg/train_natural_iphone_patient30225_study11_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient30225_study11_view1_frontal_mask_0.jpg
20,natural_other_0_sg/train_natural_iphone_patient30225_study11_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient30225_study11_view1_frontal_mask_1.jpg
21,natural_other_0_sg/train_natural_iphone_patient30225_study12_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient30225_study12_view1_frontal_mask_0.jpg
22,natural_other_0_sg/train_natural_iphone_patient30225_study12_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient30225_study12_view1_frontal_mask_1.jpg
23,natural_other_0_sg/train_natural_iphone_patient30225_study12_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_iphone_patient30225_study12_view1_frontal_mask_2.jpg
24,natural_other_0_sg/train_natural_iphone_patient38238_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient38238_study3_view1_frontal_mask_0.jpg
25,natural_other_0_sg/train_natural_iphone_patient38238_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient38238_study3_view1_frontal_mask_1.jpg
26,natural_other_0_sg/train_natural_iphone_patient39356_study8_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient39356_study8_view1_frontal_mask_0.jpg
27,natural_other_0_sg/train_natural_iphone_patient39356_study8_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient39356_study8_view1_frontal_mask_1.jpg
28,natural_other_0_sg/train_natural_iphone_patient39356_study8_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_iphone_patient39356_study8_view1_frontal_mask_2.jpg
29,natural_other_0_sg/train_natural_iphone_patient39356_study8_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_iphone_patient39356_study8_view1_frontal_mask_3.jpg
30,natural_other_0_sg/train_natural_iphone_patient39356_study8_view1_frontal_mask_4.jpg,natural_other_0_sg_mask/train_natural_iphone_patient39356_study8_view1_frontal_mask_4.jpg
31,natural_other_0_sg/train_natural_iphone_patient41504_study6_view2_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient41504_study6_view2_frontal_mask_0.jpg
32,natural_other_0_sg/train_natural_iphone_patient41504_study6_view2_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient41504_study6_view2_frontal_mask_1.jpg
33,natural_other_0_sg/train_natural_iphone_patient41504_study6_view2_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_iphone_patient41504_study6_view2_frontal_mask_2.jpg
34,natural_other_0_sg/train_natural_iphone_patient41504_study7_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient41504_study7_view1_frontal_mask_0.jpg
35,natural_other_0_sg/train_natural_iphone_patient41504_study7_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient41504_study7_view1_frontal_mask_1.jpg
36,natural_other_0_sg/train_natural_iphone_patient41504_study7_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_iphone_patient41504_study7_view1_frontal_mask_2.jpg
37,natural_other_0_sg/train_natural_iphone_patient41504_study7_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_iphone_patient41504_study7_view1_frontal_mask_3.jpg
38,natural_other_0_sg/train_natural_iphone_patient47471_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient47471_study3_view1_frontal_mask_0.jpg
39,natural_other_0_sg/train_natural_iphone_patient47471_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient47471_study3_view1_frontal_mask_1.jpg
40,natural_other_0_sg/train_natural_iphone_patient47471_study3_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_iphone_patient47471_study3_view1_frontal_mask_2.jpg
41,natural_other_0_sg/train_natural_iphone_patient47471_study3_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_iphone_patient47471_study3_view1_frontal_mask_3.jpg
42,natural_other_0_sg/train_natural_iphone_patient49581_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient49581_study3_view1_frontal_mask_0.jpg
43,natural_other_0_sg/train_natural_iphone_patient49581_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient49581_study3_view1_frontal_mask_1.jpg
44,natural_other_0_sg/train_natural_iphone_patient49581_study3_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_iphone_patient49581_study3_view1_frontal_mask_2.jpg
45,natural_other_0_sg/train_natural_iphone_patient54717_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient54717_study1_view1_frontal_mask_0.jpg
46,natural_other_0_sg/train_natural_iphone_patient62981_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_iphone_patient62981_study1_view1_frontal_mask_0.jpg
47,natural_other_0_sg/train_natural_iphone_patient62981_study1_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_iphone_patient62981_study1_view1_frontal_mask_1.jpg
48,natural_other_0_sg/train_natural_iphone_patient62981_study1_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_iphone_patient62981_study1_view1_frontal_mask_2.jpg
49,natural_other_0_sg/train_natural_iphone_patient62981_study1_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_iphone_patient62981_study1_view1_frontal_mask_3.jpg
50,natural_other_0_sg/train_natural_iphone_patient62981_study1_view1_frontal_mask_4.jpg,natural_other_0_sg_mask/train_natural_iphone_patient62981_study1_view1_frontal_mask_4.jpg
51,natural_other_0_sg/train_natural_iphone_patient62981_study1_view1_frontal_mask_5.jpg,natural_other_0_sg_mask/train_natural_iphone_patient62981_study1_view1_frontal_mask_5.jpg
52,natural_other_0_sg/train_natural_nokia_patient00158_study2_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient00158_study2_view1_frontal_mask_0.jpg
53,natural_other_0_sg/train_natural_nokia_patient00549_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient00549_study1_view1_frontal_mask_0.jpg
54,natural_other_0_sg/train_natural_nokia_patient00935_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient00935_study3_view1_frontal_mask_0.jpg
55,natural_other_0_sg/train_natural_nokia_patient00935_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient00935_study3_view1_frontal_mask_1.jpg
56,natural_other_0_sg/train_natural_nokia_patient01221_study29_view2_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient01221_study29_view2_frontal_mask_0.jpg
57,natural_other_0_sg/train_natural_nokia_patient01221_study29_view2_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient01221_study29_view2_frontal_mask_1.jpg
58,natural_other_0_sg/train_natural_nokia_patient01221_study29_view2_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient01221_study29_view2_frontal_mask_2.jpg
59,natural_other_0_sg/train_natural_nokia_patient01342_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient01342_study3_view1_frontal_mask_0.jpg
60,natural_other_0_sg/train_natural_nokia_patient01342_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient01342_study3_view1_frontal_mask_1.jpg
61,natural_other_0_sg/train_natural_nokia_patient01595_study10_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient01595_study10_view1_frontal_mask_0.jpg
62,natural_other_0_sg/train_natural_nokia_patient02009_study15_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02009_study15_view1_frontal_mask_0.jpg
63,natural_other_0_sg/train_natural_nokia_patient02009_study15_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02009_study15_view1_frontal_mask_1.jpg
64,natural_other_0_sg/train_natural_nokia_patient02222_study5_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02222_study5_view1_frontal_mask_0.jpg
65,natural_other_0_sg/train_natural_nokia_patient02222_study6_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02222_study6_view1_frontal_mask_0.jpg
66,natural_other_0_sg/train_natural_nokia_patient02261_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02261_study3_view1_frontal_mask_0.jpg
67,natural_other_0_sg/train_natural_nokia_patient02261_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02261_study3_view1_frontal_mask_1.jpg
68,natural_other_0_sg/train_natural_nokia_patient02531_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02531_study3_view1_frontal_mask_0.jpg
69,natural_other_0_sg/train_natural_nokia_patient02989_study2_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02989_study2_view1_frontal_mask_0.jpg
70,natural_other_0_sg/train_natural_nokia_patient02989_study2_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02989_study2_view1_frontal_mask_1.jpg
71,natural_other_0_sg/train_natural_nokia_patient02989_study2_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient02989_study2_view1_frontal_mask_2.jpg
72,natural_other_0_sg/train_natural_nokia_patient03834_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient03834_study1_view1_frontal_mask_0.jpg
73,natural_other_0_sg/train_natural_nokia_patient04255_study5_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient04255_study5_view1_frontal_mask_0.jpg
74,natural_other_0_sg/train_natural_nokia_patient04255_study5_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient04255_study5_view1_frontal_mask_1.jpg
75,natural_other_0_sg/train_natural_nokia_patient04641_study7_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient04641_study7_view1_frontal_mask_0.jpg
76,natural_other_0_sg/train_natural_nokia_patient04641_study7_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient04641_study7_view1_frontal_mask_1.jpg
77,natural_other_0_sg/train_natural_nokia_patient04641_study7_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient04641_study7_view1_frontal_mask_2.jpg
78,natural_other_0_sg/train_natural_nokia_patient04641_study7_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_nokia_patient04641_study7_view1_frontal_mask_3.jpg
79,natural_other_0_sg/train_natural_nokia_patient05945_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient05945_study1_view1_frontal_mask_0.jpg
80,natural_other_0_sg/train_natural_nokia_patient05945_study1_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient05945_study1_view1_frontal_mask_1.jpg
81,natural_other_0_sg/train_natural_nokia_patient05945_study1_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient05945_study1_view1_frontal_mask_2.jpg
82,natural_other_0_sg/train_natural_nokia_patient06560_study4_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06560_study4_view1_frontal_mask_0.jpg
83,natural_other_0_sg/train_natural_nokia_patient06560_study4_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06560_study4_view1_frontal_mask_1.jpg
84,natural_other_0_sg/train_natural_nokia_patient06560_study5_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06560_study5_view1_frontal_mask_0.jpg
85,natural_other_0_sg/train_natural_nokia_patient06560_study5_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06560_study5_view1_frontal_mask_1.jpg
86,natural_other_0_sg/train_natural_nokia_patient06578_study12_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study12_view1_frontal_mask_0.jpg
87,natural_other_0_sg/train_natural_nokia_patient06578_study12_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study12_view1_frontal_mask_1.jpg
88,natural_other_0_sg/train_natural_nokia_patient06578_study12_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study12_view1_frontal_mask_2.jpg
89,natural_other_0_sg/train_natural_nokia_patient06578_study15_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study15_view1_frontal_mask_0.jpg
90,natural_other_0_sg/train_natural_nokia_patient06578_study15_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study15_view1_frontal_mask_1.jpg
91,natural_other_0_sg/train_natural_nokia_patient06578_study15_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study15_view1_frontal_mask_2.jpg
92,natural_other_0_sg/train_natural_nokia_patient06578_study20_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study20_view1_frontal_mask_0.jpg
93,natural_other_0_sg/train_natural_nokia_patient06578_study20_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study20_view1_frontal_mask_1.jpg
94,natural_other_0_sg/train_natural_nokia_patient06578_study20_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study20_view1_frontal_mask_2.jpg
95,natural_other_0_sg/train_natural_nokia_patient06578_study29_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study29_view1_frontal_mask_0.jpg
96,natural_other_0_sg/train_natural_nokia_patient06578_study29_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study29_view1_frontal_mask_1.jpg
97,natural_other_0_sg/train_natural_nokia_patient06578_study30_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study30_view1_frontal_mask_0.jpg
98,natural_other_0_sg/train_natural_nokia_patient06578_study30_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study30_view1_frontal_mask_1.jpg
99,natural_other_0_sg/train_natural_nokia_patient06578_study30_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06578_study30_view1_frontal_mask_2.jpg
100,natural_other_0_sg/train_natural_nokia_patient06803_study4_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06803_study4_view1_frontal_mask_0.jpg
101,natural_other_0_sg/train_natural_nokia_patient06803_study4_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06803_study4_view1_frontal_mask_1.jpg
102,natural_other_0_sg/train_natural_nokia_patient06803_study4_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06803_study4_view1_frontal_mask_2.jpg
103,natural_other_0_sg/train_natural_nokia_patient06861_study15_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06861_study15_view1_frontal_mask_0.jpg
104,natural_other_0_sg/train_natural_nokia_patient06861_study15_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06861_study15_view1_frontal_mask_1.jpg
105,natural_other_0_sg/train_natural_nokia_patient06861_study15_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient06861_study15_view1_frontal_mask_2.jpg
106,natural_other_0_sg/train_natural_nokia_patient07566_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient07566_study1_view1_frontal_mask_0.jpg
107,natural_other_0_sg/train_natural_nokia_patient08086_study13_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08086_study13_view1_frontal_mask_0.jpg
108,natural_other_0_sg/train_natural_nokia_patient08086_study13_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08086_study13_view1_frontal_mask_1.jpg
109,natural_other_0_sg/train_natural_nokia_patient08086_study13_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08086_study13_view1_frontal_mask_2.jpg
110,natural_other_0_sg/train_natural_nokia_patient08086_study13_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08086_study13_view1_frontal_mask_3.jpg
111,natural_other_0_sg/train_natural_nokia_patient08173_study22_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08173_study22_view1_frontal_mask_0.jpg
112,natural_other_0_sg/train_natural_nokia_patient08173_study22_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08173_study22_view1_frontal_mask_1.jpg
113,natural_other_0_sg/train_natural_nokia_patient08173_study22_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08173_study22_view1_frontal_mask_2.jpg
114,natural_other_0_sg/train_natural_nokia_patient08173_study22_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08173_study22_view1_frontal_mask_3.jpg
115,natural_other_0_sg/train_natural_nokia_patient08173_study39_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08173_study39_view1_frontal_mask_0.jpg
116,natural_other_0_sg/train_natural_nokia_patient08173_study39_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08173_study39_view1_frontal_mask_1.jpg
117,natural_other_0_sg/train_natural_nokia_patient08173_study39_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08173_study39_view1_frontal_mask_2.jpg
118,natural_other_0_sg/train_natural_nokia_patient08176_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08176_study3_view1_frontal_mask_0.jpg
119,natural_other_0_sg/train_natural_nokia_patient08188_study5_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08188_study5_view1_frontal_mask_0.jpg
120,natural_other_0_sg/train_natural_nokia_patient08222_study2_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08222_study2_view1_frontal_mask_0.jpg
121,natural_other_0_sg/train_natural_nokia_patient08222_study2_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08222_study2_view1_frontal_mask_1.jpg
122,natural_other_0_sg/train_natural_nokia_patient08952_study5_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08952_study5_view1_frontal_mask_0.jpg
123,natural_other_0_sg/train_natural_nokia_patient08952_study5_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient08952_study5_view1_frontal_mask_1.jpg
124,natural_other_0_sg/train_natural_nokia_patient09623_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient09623_study1_view1_frontal_mask_0.jpg
125,natural_other_0_sg/train_natural_nokia_patient09961_study20_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient09961_study20_view1_frontal_mask_0.jpg
126,natural_other_0_sg/train_natural_nokia_patient09961_study20_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient09961_study20_view1_frontal_mask_1.jpg
127,natural_other_0_sg/train_natural_nokia_patient09961_study9_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient09961_study9_view1_frontal_mask_0.jpg
128,natural_other_0_sg/train_natural_nokia_patient09961_study9_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient09961_study9_view1_frontal_mask_1.jpg
129,natural_other_0_sg/train_natural_nokia_patient09961_study9_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient09961_study9_view1_frontal_mask_2.jpg
130,natural_other_0_sg/train_natural_nokia_patient10537_study7_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient10537_study7_view1_frontal_mask_0.jpg
131,natural_other_0_sg/train_natural_nokia_patient11302_study8_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11302_study8_view1_frontal_mask_0.jpg
132,natural_other_0_sg/train_natural_nokia_patient11302_study8_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11302_study8_view1_frontal_mask_1.jpg
133,natural_other_0_sg/train_natural_nokia_patient11302_study8_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11302_study8_view1_frontal_mask_2.jpg
134,natural_other_0_sg/train_natural_nokia_patient11302_study8_view1_frontal_mask_3.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11302_study8_view1_frontal_mask_3.jpg
135,natural_other_0_sg/train_natural_nokia_patient11302_study8_view1_frontal_mask_4.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11302_study8_view1_frontal_mask_4.jpg
136,natural_other_0_sg/train_natural_nokia_patient11735_study3_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11735_study3_view1_frontal_mask_0.jpg
137,natural_other_0_sg/train_natural_nokia_patient11735_study3_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient11735_study3_view1_frontal_mask_1.jpg
138,natural_other_0_sg/train_natural_nokia_patient12213_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12213_study1_view1_frontal_mask_0.jpg
139,natural_other_0_sg/train_natural_nokia_patient12213_study1_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12213_study1_view1_frontal_mask_1.jpg
140,natural_other_0_sg/train_natural_nokia_patient12213_study1_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12213_study1_view1_frontal_mask_2.jpg
141,natural_other_0_sg/train_natural_nokia_patient12963_study15_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12963_study15_view1_frontal_mask_0.jpg
142,natural_other_0_sg/train_natural_nokia_patient12963_study21_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12963_study21_view1_frontal_mask_0.jpg
143,natural_other_0_sg/train_natural_nokia_patient12963_study21_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12963_study21_view1_frontal_mask_1.jpg
144,natural_other_0_sg/train_natural_nokia_patient12963_study21_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12963_study21_view1_frontal_mask_2.jpg
145,natural_other_0_sg/train_natural_nokia_patient12963_study32_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12963_study32_view1_frontal_mask_0.jpg
146,natural_other_0_sg/train_natural_nokia_patient12963_study32_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12963_study32_view1_frontal_mask_1.jpg
147,natural_other_0_sg/train_natural_nokia_patient12963_study32_view1_frontal_mask_2.jpg,natural_other_0_sg_mask/train_natural_nokia_patient12963_study32_view1_frontal_mask_2.jpg
148,natural_other_0_sg/train_natural_nokia_patient13202_study7_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient13202_study7_view1_frontal_mask_0.jpg
149,natural_other_0_sg/train_natural_nokia_patient14002_study1_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient14002_study1_view1_frontal_mask_0.jpg
150,natural_other_0_sg/train_natural_nokia_patient14590_study8_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient14590_study8_view1_frontal_mask_0.jpg
151,natural_other_0_sg/train_natural_nokia_patient14590_study8_view1_frontal_mask_1.jpg,natural_other_0_sg_mask/train_natural_nokia_patient14590_study8_view1_frontal_mask_1.jpg
152,natural_other_0_sg/train_natural_nokia_patient15218_study13_view1_frontal_mask_0.jpg,natural_other_0_sg_mask/train_natural_nokia_patient15218_study13_view1_frontal_mask_0.jpg
